country,product,kcal/country/year,kg_proteins/country/year,kg/country/year,energy_weight_ratio,prot_weight_ratio
Kazakhstan,Viande d'Ovins/Caprins,384061760000.0,21303425.75,157175960.0,2443.5146443514645,0.1355387029288703
Kazakhstan,Viande de Suides,354056935000.0,16382634.45,170328760.0,2078.6679536679535,0.09618243243243242
Kazakhstan,Viande de Volailles,372059830000.0,37205983.0,302185580.0,1231.2295973884657,0.12312295973884657
Kazakhstan,"Viande, Autre",90014475000.0,15782537.95,101440970.0,887.3581847649918,0.15558346839546192
Kazakhstan,Abats Comestible,90014475000.0,15122431.8,84999970.0,1058.9941972920697,0.1779110251450677
Kazakhstan,"Beurre, Ghee",162026055000.0,180028.94999999995,22524170.0,7193.430656934306,0.007992700729927004
Kazakhstan,Crème,30004825000.0,420067.5500000001,15618950.0,1921.0526315789473,0.02689473684210527
Kazakhstan,Graisses Animales Crue,168027020000.0,120019.30000000002,23017400.0,7300.0,0.005214285714285715
Kazakhstan,Oeufs,192030880000.0,14642354.599999998,136295890.0,1408.9264173703257,0.10743063932448732
Kazakhstan,Lait - Excl Beurre,2850458375000.0,155424993.5,4736980920.0,601.7458003609607,0.03281098153547133
Kazakhstan,Poissons Eau Douce,18002895000.0,2940472.85,28607340.0,629.3103448275862,0.10278735632183908
Kazakhstan,Perciform,12001930000.0,1020164.0500000002,8549320.0,1403.8461538461538,0.1193269230769231
Kazakhstan,Poissons Pelagiques,30004825000.0,4320694.799999999,40280450.0,744.8979591836735,0.10726530612244896
Kazakhstan,"Poissons Marins, Autres",6000965000.0,960154.4,8220500.0,730.0,0.1168
Kazakhstan,Blé,4338697695000.0,126920409.75,1517668710.0,2858.7910302242444,0.08362853428664284
Kazakhstan,Riz (Eq Blanchi),432069480000.0,8221322.05,120348120.0,3590.1639344262294,0.06831284153005464
Kazakhstan,Orge,264042460000.0,7261167.6499999985,120019300.0,2200.0,0.060499999999999984
Kazakhstan,Maïs,36005790000.0,840135.1000000002,13481620.0,2670.731707317073,0.06231707317073172
Kazakhstan,Seigle,36005790000.0,900144.7499999999,12823980.0,2807.6923076923076,0.07019230769230768
Kazakhstan,Avoine,108017370000.0,4500723.75,50967100.0,2119.3548387096776,0.08830645161290322
Kazakhstan,Millet,18002895000.0,480077.20000000007,5918760.0,3041.6666666666665,0.08111111111111112
Kazakhstan,"Céréales, Autres",102016405000.0,2400386.0000000005,34854920.0,2926.8867924528304,0.0688679245283019
Kazakhstan,Pommes de Terre,1224196860000.0,29224699.55,1830540940.0,668.7623495599066,0.015965061972336988
Kazakhstan,Pois,30004825000.0,1800289.4999999998,8056090.0,3724.4897959183672,0.223469387755102
Kazakhstan,Noix,192030880000.0,4920791.3,77272700.0,2485.1063829787236,0.06368085106382979
Kazakhstan,Arachides Decortiquees,42006755000.0,1860299.15,7234040.0,5806.818181818182,0.2571590909090909
Kazakhstan,Graines de tournesol,36005790000.0,1440231.6,11837520.0,3041.6666666666665,0.12166666666666667
Kazakhstan,Olives,6000965000.0,60009.65000000001,3123790.0,1921.0526315789473,0.019210526315789477
Kazakhstan,Huile de Tournesol,2622421705000.0,360057.9,295609180.0,8871.245828698555,0.001218020022246941
Kazakhstan,Tomates,138022195000.0,6421032.55,744119660.0,185.48387096774192,0.008629032258064516
Kazakhstan,Oignons,60009650000.0,2220357.0500000003,199922560.0,300.1644736842105,0.011106085526315791
Kazakhstan,"Légumes, Autres",516082990000.0,17642837.099999998,2297794160.0,224.59931310818547,0.007678162564396107
Kazakhstan,"Oranges, Mandarines",36005790000.0,600096.5000000001,128897440.0,279.33673469387753,0.00465561224489796
Kazakhstan,Bananes,24003860000.0,300048.2500000001,41102500.0,584.0,0.007300000000000003
Kazakhstan,Bananes plantains,6000965000.0,60009.65000000001,6411990.0,935.8974358974359,0.00935897435897436
Kazakhstan,Pommes,318051145000.0,2160347.4,689042310.0,461.58434741111904,0.00313528990694345
Kazakhstan,Dattes,12001930000.0,120019.30000000002,9206960.0,1303.5714285714287,0.013035714285714288
Kazakhstan,Raisin,60009650000.0,600096.5000000001,103578300.0,579.3650793650794,0.005793650793650794
Kazakhstan,"Fruits, Autres",240038600000.0,3480559.7,491585900.0,488.2943143812709,0.007080267558528429
Kazakhstan,Café,6000965000.0,300048.2500000001,17756280.0,337.962962962963,0.016898148148148155
Kazakhstan,Feve de Cacao,246039565000.0,2580414.95,37649890.0,6534.934497816594,0.06853711790393013
Kazakhstan,Thé,12001930000.0,3180511.45,32553180.0,368.6868686868687,0.0977020202020202
Kazakhstan,Bière,246039565000.0,2520405.3,507698080.0,484.61787564766837,0.004964378238341969
Kazakhstan,Aliments pour enfants,18002895000.0,840135.1000000002,5425530.0,3318.181818181818,0.15484848484848487
Kenya,Viande de Bovins,809460500000.0,62328458.5,423137160.0,1912.9979035639412,0.14730083857442347
Kenya,Viande d'Ovins/Caprins,145702890000.0,11818123.3,82498440.0,1766.1290322580646,0.143252688172043
Kenya,Viande de Suides,64756840000.0,1133244.7000000002,12862660.0,5034.482758620689,0.08810344827586208
Kenya,Viande de Volailles,32378420000.0,2590273.6,20846380.0,1553.1914893617022,0.12425531914893617
Kenya,"Viande, Autre",145702890000.0,13922720.6,95804640.0,1520.8333333333333,0.14532407407407408
Kenya,Abats Comestible,80946050000.0,12627583.8,72297020.0,1119.6319018404909,0.17466257668711657
Kenya,"Beurre, Ghee",113324470000.0,161892.1,15523900.0,7300.0,0.01042857142857143
Kenya,Crème,32378420000.0,485676.3,15080360.0,2147.0588235294117,0.032205882352941174
Kenya,Graisses Animales Crue,178081310000.0,161892.1,24394700.0,7300.0,0.006636363636363636
Kenya,Oeufs,97135260000.0,8418389.200000001,81611360.0,1190.2173913043478,0.10315217391304349
Kenya,Lait - Excl Beurre,2638841230000.0,123847456.5,4207420440.0,627.1874341134303,0.02943548387096774
Kenya,Poissons Eau Douce,129513680000.0,19265159.9,182738480.0,708.7378640776699,0.10542475728155339
Kenya,Blé,4176816180000.0,125142593.3,1536866100.0,2717.748917748918,0.08142712842712843
Kenya,Riz (Eq Blanchi),1975083620000.0,38044643.5,573940760.0,3441.2673879443587,0.06628670788253478
Kenya,Orge,48567630000.0,971352.6,16410980.0,2959.4594594594596,0.05918918918918919
Kenya,Maïs,10733446230000.0,282825498.7,3379774800.0,3175.787401574803,0.08368175853018373
Kenya,Millet,113324470000.0,2752165.700000001,42136300.0,2689.4736842105262,0.06531578947368424
Kenya,Sorgho,356162620000.0,10846770.7,126408900.0,2817.5438596491226,0.08580701754385964
Kenya,Manioc,1133244700000.0,9551633.9,1079576360.0,1049.7124075595727,0.008847576006573541
Kenya,Pommes de Terre,1311326010000.0,27845441.200000007,1847787640.0,709.6735477676428,0.015069611137782048
Kenya,Patates douces,1019920230000.0,15541641.6,1035222360.0,985.2185089974294,0.015012853470437017
Kenya,Ignames,16189210000.0,161892.1,9314340.0,1738.095238095238,0.017380952380952382
Kenya,Racines nda,16189210000.0,323784.2,16854520.0,960.5263157894736,0.019210526315789473
Kenya,"Sucre, canne",372351830000.0,4047302.5,1350135760.0,275.7884362680683,0.002997700394218134
Kenya,Haricots,1586542580000.0,102639591.40000002,464829920.0,3413.1679389312976,0.22081106870229011
Kenya,Pois,48567630000.0,3237842.0000000005,14193280.0,3421.875,0.22812500000000002
Kenya,Légumineuses Autres,679946820000.0,45167895.90000001,200036540.0,3399.113082039911,0.22579822616407988
Kenya,Noix,129513680000.0,3561626.2,47902320.0,2703.703703703704,0.07435185185185185
Kenya,Soja,32378420000.0,2914057.7999999993,8870800.0,3650.0,0.3284999999999999
Kenya,Arachides Decortiquees,129513680000.0,5828115.599999999,24838240.0,5214.285714285715,0.2346428571428571
Kenya,Coco (Incl Coprah),145702890000.0,1457028.8999999997,103788360.0,1403.8461538461538,0.014038461538461536
Kenya,Sésame,97135260000.0,3237842.0000000005,17741600.0,5475.0,0.18250000000000002
Kenya,Huile de Palme,1732245470000.0,971352.6,198705920.0,8717.63392857143,0.004888392857142857
Kenya,Tomates,97135260000.0,4371086.7,463942840.0,209.36902485659655,0.009421606118546845
Kenya,Oignons,32378420000.0,971352.6,85603220.0,378.2383419689119,0.011347150259067356
Kenya,"Légumes, Autres",372351830000.0,19750836.2,1676581200.0,222.0899470899471,0.01178042328042328
Kenya,"Oranges, Mandarines",32378420000.0,485676.3,113546240.0,285.15625,0.00427734375
Kenya,"Agrumes, Autres",32378420000.0,485676.3,103344820.0,313.3047210300429,0.004699570815450644
Kenya,Bananes,712325240000.0,11818123.3,1188687200.0,599.2537313432836,0.009942164179104478
Kenya,Bananes plantains,32378420000.0,161892.1,27499480.0,1177.4193548387098,0.005887096774193548
Kenya,Ananas,32378420000.0,161892.1,68305160.0,474.02597402597405,0.0023701298701298704
Kenya,Dattes,16189210000.0,161892.1,3991860.0,4055.5555555555557,0.04055555555555556
Kenya,"Fruits, Autres",485676300000.0,5342439.3,891515400.0,544.776119402985,0.005992537313432835
Kenya,Thé,32378420000.0,8094605.0,81167820.0,398.90710382513663,0.09972677595628415
Kenya,Piments,16189210000.0,323784.2,2661240.0,6083.333333333333,0.12166666666666667
Kenya,Bière,194270520000.0,2266489.4000000004,462168680.0,420.34548944337814,0.0049040307101727455
Kenya,Boissons Fermentés,145702890000.0,1457028.8999999997,348178900.0,418.47133757961785,0.004184713375796178
Kirghizistan,Viande de Bovins,182251800000.0,12231120.8,82665200.0,2204.6979865771814,0.14795973154362416
Kirghizistan,Viande d'Ovins/Caprins,115426140000.0,6540814.6000000015,48101160.0,2399.6539792387543,0.13598039215686278
Kirghizistan,Viande de Suides,44550440000.0,2389523.6,25076960.0,1776.5486725663716,0.09528761061946903
Kirghizistan,Viande de Volailles,16200160000.0,1539015.2000000004,12815880.0,1264.0692640692641,0.12008658008658012
Kirghizistan,"Viande, Autre",8100080000.0,1437764.2,9265160.0,874.251497005988,0.15517964071856286
Kirghizistan,Abats Comestible,20250200000.0,3159031.2,18363880.0,1102.7190332326284,0.17202416918429003
Kirghizistan,"Beurre, Ghee",10125100000.0,20250.2,1497960.0,6759.259259259259,0.013518518518518518
Kirghizistan,Crème,2025020000.0,20250.2,721240.0,2807.6923076923076,0.02807692307692308
Kirghizistan,Graisses Animales Crue,44550440000.0,40500.4,6102800.0,7300.0,0.006636363636363636
Kirghizistan,Oeufs,36450360000.0,2754027.200000001,25742720.0,1415.948275862069,0.1069827586206897
Kirghizistan,Lait - Excl Beurre,759382500000.0,39447389.6,1170184160.0,648.9427271003224,0.033710411530438085
Kirghizistan,Poissons Pelagiques,8100080000.0,951759.4,8821320.0,918.2389937106918,0.10789308176100629
Kirghizistan,"Poissons Marins, Autres",2025020000.0,263252.60000000003,2829480.0,715.6862745098039,0.09303921568627452
Kirghizistan,Blé,2039195140000.0,60527847.8,716191320.0,2847.2770935006583,0.08451351770082888
Kirghizistan,Riz (Eq Blanchi),145801440000.0,2713526.8000000003,40555880.0,3595.0752393980847,0.06690834473324214
Kirghizistan,Orge,18225180000.0,627756.2000000001,6269240.0,2907.079646017699,0.10013274336283187
Kirghizistan,Maïs,394878900000.0,9132840.2,145135680.0,2720.756880733945,0.06292622324159021
Kirghizistan,Seigle,2025020000.0,40500.4,610280.0,3318.181818181818,0.06636363636363636
Kirghizistan,Avoine,2025020000.0,121501.2,1276040.0,1586.9565217391305,0.09521739130434782
Kirghizistan,"Céréales, Autres",14175140000.0,384753.8000000001,6102800.0,2322.7272727272725,0.06304545454545456
Kirghizistan,Pommes de Terre,368553640000.0,8727836.2,550749960.0,669.1850508713609,0.01584718444645915
Kirghizistan,Haricots,89100880000.0,5811807.3999999985,26297520.0,3388.1856540084386,0.2210021097046413
Kirghizistan,Pois,12150120000.0,749257.4,3384280.0,3590.1639344262294,0.22139344262295083
Kirghizistan,Noix,34425340000.0,911259.0,11151479.999999998,3087.064676616916,0.08171641791044777
Kirghizistan,Huil Plantes Oleif Autr,40500400000.0,40500.4,4715800.0,8588.235294117647,0.008588235294117647
Kirghizistan,Tomates,34425340000.0,1680766.6,198562920.0,173.3724504051411,0.008464654931545124
Kirghizistan,Oignons,36450360000.0,1296012.8,118172400.0,308.4507042253521,0.010967136150234742
Kirghizistan,"Légumes, Autres",155926540000.0,6277562.0,522288720.0,298.54472062885065,0.012019332908434247
Kirghizistan,"Oranges, Mandarines",4050040000.0,60750.6,14646720.0,276.5151515151515,0.0041477272727272725
Kirghizistan,Bananes,4050040000.0,40500.4,5769920.0,701.9230769230769,0.00701923076923077
Kirghizistan,Pommes,46575460000.0,101251.0,96313280.0,483.58294930875576,0.0010512672811059907
Kirghizistan,Raisin,2025020000.0,20250.2,2330160.0,869.047619047619,0.008690476190476191
Kirghizistan,"Fruits, Autres",18225180000.0,263252.60000000003,41166160.0,442.72237196765496,0.006394878706199461
Kirghizistan,Café,2025020000.0,40500.4,2884960.0,701.9230769230769,0.01403846153846154
Kirghizistan,Feve de Cacao,64800640000.0,729007.1999999998,8710360.0,7439.490445859873,0.08369426751592354
Kirghizistan,Thé,2025020000.0,364503.5999999999,3717160.0,544.776119402985,0.09805970149253729
Kirghizistan,Piments,4050040000.0,121501.2,943160.0,4294.117647058823,0.1288235294117647
Kirghizistan,"Épices, Autres",2025020000.0,60750.6,443840.0,4562.5,0.136875
Kirghizistan,Bière,22275220000.0,222752.2,46492240.0,479.1169451073986,0.004791169451073986
Kirghizistan,Aliments pour enfants,2025020000.0,121501.2,776720.0,2607.1428571428573,0.15642857142857142
Kiribati,Viande de Bovins,670140000.0,71109.3,399840.0,1676.0204081632653,0.17784438775510206
Kiribati,Viande d'Ovins/Caprins,74460000.0,4095.3,25500.0,2920.0,0.16060000000000002
Kiribati,Viande de Suides,3350700000.0,125837.4,1212780.0,2762.8259041211104,0.10375946173254835
Kiribati,Viande de Volailles,1973190000.0,205137.30000000005,1620780.0,1217.4323473882946,0.12656702328508498
Kiribati,"Viande, Autre",37230000.0,4095.3,21420.0,1738.095238095238,0.1911904761904762
Kiribati,Abats Comestible,74460000.0,11913.6,62220.0,1196.72131147541,0.1914754098360656
Kiribati,Graisses Animales Crue,335070000.0,1861.5000000000007,45900.0,7300.0,0.040555555555555574
Kiribati,Oeufs,409530000.0,30156.300000000007,283560.0,1444.2446043165467,0.10634892086330938
Kiribati,Lait - Excl Beurre,521220000.0,39091.500000000015,1114860.0,467.52058554437326,0.03506404391582801
Kiribati,Perciform,781830000.0,150409.2,1804380.0,433.295647258338,0.08335782928208028
Kiribati,Poissons Pelagiques,4653750000.0,639983.7000000001,5308080.0,876.7294388931591,0.12056783243658725
Kiribati,"Poissons Marins, Autres",74460000.0,9679.8,75480.0,986.4864864864865,0.12824324324324324
Kiribati,Crustacés,111690000.0,18615.0,199920.0,558.6734693877551,0.09311224489795919
Kiribati,Blé,13477260000.0,392031.9,4961280.0,2716.4884868421054,0.07901829769736843
Kiribati,Riz (Eq Blanchi),24162270000.0,450110.7,6706500.0,3602.813688212928,0.06711558935361217
Kiribati,"Céréales, Autres",74460000.0,1861.5000000000007,24480.0,3041.6666666666665,0.07604166666666669
Kiribati,Racines nda,9605340000.0,169024.19999999998,10664100.0,900.7173601147776,0.015849832615973218
Kiribati,Légumineuses Autres,37230000.0,1116.9,6120.0,6083.333333333333,0.18250000000000002
Kiribati,Noix,707370000.0,18987.3,272340.0,2597.378277153558,0.0697191011235955
Kiribati,Soja,111690000.0,10052.1,62220.0,1795.0819672131147,0.16155737704918033
Kiribati,Arachides Decortiquees,37230000.0,1116.9,5100.0,7300.0,0.21900000000000003
Kiribati,Coco (Incl Coprah),23901660000.0,221146.2,12999900.0,1838.6033738721067,0.01701137701059239
Kiribati,"Légumes, Autres",1340280000.0,80044.5,5742600.0,233.39253996447601,0.013938721136767317
Kiribati,Bananes,3574080000.0,42069.9,5931300.0,602.579535683577,0.007092863284608771
Kiribati,"Fruits, Autres",707370000.0,7818.299999999998,1906380.0,371.0540395933654,0.004101123595505617
Kiribati,Thé,37230000.0,11913.6,118320.0,314.6551724137931,0.1006896551724138
Kiribati,Bière,148920000.0,1861.5000000000007,299880.0,496.5986394557823,0.006207482993197281
Kiribati,Aliments pour enfants,37230000.0,1861.5000000000007,10200.0,3650.0,0.18250000000000008
Koweït,Viande de Bovins,68862360000.0,6271393.499999999,43898070.0,1568.6876438986953,0.1428626247122026
Koweït,Viande d'Ovins/Caprins,136495035000.0,7107579.300000002,52590090.0,2595.4516335682256,0.13515054452274186
Koweït,Viande de Volailles,220113615000.0,22454048.1,180612090.0,1218.7091960455139,0.12432195485916807
Koweït,"Viande, Autre",3689055000.0,270530.7,2122470.0,1738.095238095238,0.12746031746031747
Koweït,Abats Comestible,15985905000.0,2090464.4999999998,13947660.0,1146.1352657004832,0.14987922705314008
Koweït,"Beurre, Ghee",65173305000.0,73781.09999999999,8860470.0,7355.513307984791,0.00832699619771863
Koweït,Crème,2459370000.0,24593.7,1010700.0,2433.3333333333335,0.024333333333333335
Koweït,Oeufs,59024880000.0,4537537.65,42449400.0,1390.4761904761904,0.10689285714285715
Koweït,Lait - Excl Beurre,264382275000.0,18260822.25,531156540.0,497.7483191678295,0.034379360649498925
Koweït,Poissons Eau Douce,4918740000.0,811592.1,8894160.0,553.030303030303,0.09125
Koweït,Perciform,3689055000.0,823888.9500000002,10073310.0,366.2207357859532,0.08178929765886289
Koweït,Poissons Pelagiques,13526535000.0,1660074.75,15497400.0,872.8260869565217,0.1071195652173913
Koweït,"Poissons Marins, Autres",3689055000.0,602545.65,5929440.0,622.1590909090909,0.10161931818181819
Koweït,Crustacés,3689055000.0,860779.5,5929440.0,622.1590909090909,0.14517045454545455
Koweït,Blé,1012030755000.0,28737738.450000007,325984440.0,3104.5369987598183,0.08815677966101697
Koweït,Riz (Eq Blanchi),532453605000.0,9898964.25,147663270.0,3605.8635637691077,0.06703741729409081
Koweït,Maïs,66402990000.0,1524809.4,20180310.0,3290.484140233723,0.075559265442404
Koweït,"Céréales, Autres",2459370000.0,73781.09999999999,1111770.0,2212.121212121212,0.06636363636363636
Koweït,Pommes de Terre,134035665000.0,3000431.4,219220829.99999997,611.4184724143231,0.01368679883202705
Koweït,Patates douces,1229685000.0,12296.85,1347600.0,912.5,0.009125
Koweït,Haricots,4918740000.0,319718.10000000003,1448670.0,3395.3488372093025,0.2206976744186047
Koweït,Pois,1229685000.0,86077.95000000001,404280.0,3041.6666666666665,0.2129166666666667
Koweït,Légumineuses Autres,89767005000.0,5791816.35,26210820.0,3424.807197943445,0.22097043701799485
Koweït,Noix,36890550000.0,1069825.95,17316660.0,2130.350194552529,0.06178015564202334
Koweït,Arachides Decortiquees,2459370000.0,86077.95000000001,303210.0,8111.111111111111,0.2838888888888889
Koweït,Graines de tournesol,4918740000.0,209046.45000000004,1650810.0,2979.591836734694,0.1266326530612245
Koweït,Coco (Incl Coprah),14756220000.0,135265.35,8624640.0,1710.9375,0.015683593750000002
Koweït,Sésame,22134330000.0,676326.75,3840660.0,5763.1578947368425,0.17609649122807017
Koweït,Olives,4918740000.0,49187.4,4548150.0,1081.4814814814815,0.010814814814814815
Koweït,Huil Plantes Oleif Autr,28282755000.0,12296.85,3200550.0,8836.842105263158,0.003842105263157895
Koweït,Tomates,29512440000.0,1401840.9,159589530.0,184.92716909436353,0.008784040531982267
Koweït,Oignons,36890550000.0,1291169.2500000002,117409650.0,314.20373027259683,0.010997130559540892
Koweït,"Légumes, Autres",115590390000.0,5570473.05,475433280.0,243.1264172335601,0.011716624149659863
Koweït,"Oranges, Mandarines",25823385000.0,454983.45,108212279.99999999,238.63636363636368,0.004204545454545456
Koweït,Citrons & Limes,1229685000.0,61484.25000000002,9601650.0,128.0701754385965,0.006403508771929827
Koweït,Pamplemousse,1229685000.0,12296.85,3369000.0,365.0,0.00365
Koweït,"Agrumes, Autres",1229685000.0,12296.85,2931030.0,419.5402298850575,0.0041954022988505745
Koweït,Bananes,25823385000.0,295124.4,42752610.0,604.0189125295508,0.00690307328605201
Koweït,Pommes,15985905000.0,36890.55,33252030.0,480.74974670719354,0.0011094224924012158
Koweït,Ananas,6148425000.0,49187.4,15598470.0,394.16846652267816,0.0031533477321814257
Koweït,Dattes,52876455000.0,504170.85,33892140.0,1560.1391650099404,0.014875745526838966
Koweït,Raisin,11067165000.0,110671.64999999998,18967470.0,583.48134991119,0.0058348134991119
Koweït,"Fruits, Autres",44268660000.0,565655.1,98037900.0,451.54639175257734,0.005769759450171821
Koweït,Café,6148425000.0,442686.5999999999,11724120.0,524.4252873563219,0.037758620689655166
Koweït,Feve de Cacao,73781100000.0,860779.5,10410210.0,7087.378640776699,0.08268608414239483
Koweït,Thé,2459370000.0,590248.7999999999,6131580.0,401.0989010989011,0.09626373626373626
Koweït,Poivre,2459370000.0,86077.95000000001,842250.0,2920.0,0.10220000000000001
Koweït,Piments,3689055000.0,135265.35,1145460.0,3220.5882352941176,0.11808823529411765
Koweït,"Épices, Autres",39349920000.0,1241981.85,11420910.0,3445.4277286135693,0.10874631268436578
Koweït,Aliments pour enfants,25823385000.0,1082122.8,7142280.0,3615.566037735849,0.15150943396226416
Lesotho,Viande de Bovins,23467310000.0,1824394.1,12485480.0,1879.5681063122925,0.14612126245847176
Lesotho,Viande d'Ovins/Caprins,9841130000.0,991683.1,6885680.0,1429.2168674698796,0.1440210843373494
Lesotho,Viande de Suides,13626180000.0,514766.8000000001,4438360.0,3070.0934579439254,0.11598130841121497
Lesotho,Viande de Volailles,25738340000.0,2611684.5000000005,21237760.0,1211.9140625,0.12297363281250002
Lesotho,"Viande, Autre",6056080000.0,1074954.2,5973120.0,1013.8888888888889,0.17996527777777777
Lesotho,Abats Comestible,3785050000.0,545047.2,3256180.0,1162.4203821656051,0.1673885350318471
Lesotho,Graisses Animales Crue,6813090000.0,15140.2,808860.0,8423.076923076924,0.01871794871794872
Lesotho,Oeufs,3028040000.0,227103.0,2198440.0,1377.3584905660377,0.10330188679245284
Lesotho,Lait - Excl Beurre,30280400000.0,1672992.1,52575900.0,575.9368836291914,0.03182051282051282
Lesotho,Poissons Pelagiques,757010000.0,98411.3,912560.0,829.5454545454545,0.1078409090909091
Lesotho,Blé,324757290000.0,9386924.0,109299800.0,2971.2523719165088,0.08588235294117647
Lesotho,Riz (Eq Blanchi),28009370000.0,522336.8999999999,7736020.0,3620.643431635389,0.06752010723860588
Lesotho,Orge,1514020000.0,30280.4,518500.0,2920.0,0.0584
Lesotho,Maïs,1043916790000.0,27494603.2,328521600.0,3177.6199494949497,0.08369191919191919
Lesotho,Avoine,757010000.0,22710.3,352580.0,2147.0588235294117,0.06441176470588235
Lesotho,Sorgho,59046780000.0,1839534.3000000003,20200760.0,2922.99794661191,0.09106262833675566
Lesotho,"Céréales, Autres",6056080000.0,158972.09999999998,2115480.0,2862.7450980392155,0.0751470588235294
Lesotho,Pommes de Terre,78729040000.0,1877384.8,117222480.0,671.6206652512385,0.016015569709837228
Lesotho,Haricots,42392560000.0,2755516.4,12713620.0,3334.42088091354,0.2167373572593801
Lesotho,Pois,9841130000.0,628318.2999999999,2799900.0,3514.814814814815,0.2244074074074074
Lesotho,Huil Plantes Oleif Autr,15140200000.0,7570.1,1700680.0,8902.439024390244,0.0044512195121951224
Lesotho,Tomates,757010000.0,22710.3,2820640.0,268.38235294117646,0.008051470588235294
Lesotho,"Légumes, Autres",7570100000.0,484486.4,35569100.0,212.82798833819243,0.013620991253644316
Lesotho,"Oranges, Mandarines",757010000.0,15140.2,2509540.0,301.6528925619835,0.0060330578512396696
Lesotho,"Fruits, Autres",17411230000.0,181682.4,52285540.0,333.00277667592223,0.0034748115827052755
Lesotho,Feve de Cacao,1514020000.0,15140.2,186660.0,8111.111111111111,0.08111111111111112
Lesotho,"Épices, Autres",4542060000.0,158972.09999999998,1431060.0,3173.913043478261,0.11108695652173911
Lesotho,Bière,14383190000.0,143831.90000000002,29284880.0,491.1473087818697,0.004911473087818698
Lesotho,Boissons Fermentés,7570100000.0,98411.3,21756260.0,347.9504289799809,0.004523355576739752
Lettonie,Viande de Bovins,19454500000.0,1451604.9999999998,10475500.0,1857.142857142857,0.13857142857142854
Lettonie,Viande d'Ovins/Caprins,1496500000.0,97272.5,697000.0,2147.0588235294117,0.13955882352941176
Lettonie,Viande de Suides,127202500000.0,6876417.500000001,71668000.0,1774.8855835240274,0.09594822654462244
Lettonie,Viande de Volailles,53125750000.0,5394882.5,42086500.0,1262.2990745250852,0.12818558207501218
Lettonie,"Viande, Autre",748250000.0,59860.00000000001,328000.0,2281.25,0.18250000000000002
Lettonie,Abats Comestible,15713250000.0,2424330.0000000005,12730500.0,1234.2995169082126,0.1904347826086957
Lettonie,"Beurre, Ghee",24692250000.0,29930.000000000004,3444000.0,7169.642857142857,0.008690476190476191
Lettonie,Crème,74076750000.0,1017620.0000000001,37822500.0,1958.5365853658536,0.026905149051490516
Lettonie,Graisses Animales Crue,89041750000.0,22447.5,12587000.0,7074.104234527687,0.001783387622149837
Lettonie,Oeufs,39657250000.0,3075307.4999999995,28761500.0,1378.831076265146,0.10692444761225943
Lettonie,Lait - Excl Beurre,195293250000.0,12196475.0,356925500.0,547.1540979840331,0.034170926425822756
Lettonie,Poissons Eau Douce,3741250000.0,598600.0000000001,6396000.0,584.9358974358975,0.0935897435897436
Lettonie,Perciform,5237750000.0,613565.0,5309500.0,986.4864864864865,0.11555984555984555
Lettonie,Poissons Pelagiques,19454500000.0,2716147.5,20541000.0,947.1057884231537,0.1322305389221557
Lettonie,"Poissons Marins, Autres",7482500000.0,1174752.5,11418500.0,655.2962298025135,0.10288150807899461
Lettonie,Crustacés,1496500000.0,299300.0000000001,3177500.0,470.96774193548384,0.09419354838709681
Lettonie,Blé,444460500000.0,13273954.999999998,147866500.0,3005.8228199084983,0.08976985997504504
Lettonie,Riz (Eq Blanchi),16461500000.0,306782.5,4530500.0,3633.4841628959275,0.06771493212669684
Lettonie,Orge,112237500000.0,3202510.0,48482500.0,2315.010570824524,0.06605496828752642
Lettonie,Maïs,1496500000.0,37412.500000000015,492000.0,3041.6666666666665,0.0760416666666667
Lettonie,Seigle,102510250000.0,2701182.5,37494500.0,2734.007654455987,0.07204209950792782
Lettonie,Avoine,20951000000.0,890417.4999999999,10086000.0,2077.2357723577234,0.08828252032520324
Lettonie,"Céréales, Autres",5986000000.0,172097.5,2132000.0,2807.6923076923076,0.08072115384615385
Lettonie,Pommes de Terre,159377250000.0,3786145.0,238866000.0,667.2245108135942,0.015850497768623413
Lettonie,Miel,5237750000.0,7482.500000000001,1783500.0,2936.7816091954023,0.004195402298850575
Lettonie,Noix,16461500000.0,411537.5,6539500.0,2517.2413793103447,0.06293103448275862
Lettonie,Arachides Decortiquees,6734250000.0,314264.99999999994,1209500.0,5567.796610169492,0.2598305084745762
Lettonie,Sésame,748250000.0,29930.000000000004,164000.0,4562.5,0.18250000000000002
Lettonie,Olives,2993000000.0,22447.5,2357500.0,1269.5652173913043,0.009521739130434782
Lettonie,"Plantes Oleiferes, Autre",748250000.0,22447.5,102500.0,7300.0,0.219
Lettonie,Huile de Soja,23944000000.0,14965.000000000002,2665000.0,8984.615384615385,0.005615384615384616
Lettonie,Huile de Colza&Moutarde,145908750000.0,29930.000000000004,16441000.0,8874.688279301745,0.0018204488778054864
Lettonie,Tomates,4489500000.0,224475.0,25912000.0,173.2594936708861,0.008662974683544303
Lettonie,Oignons,5237750000.0,179580.0,15990000.0,327.56410256410254,0.01123076923076923
Lettonie,"Légumes, Autres",49384500000.0,1982862.5,189809500.0,260.17928501998057,0.010446592504590128
Lettonie,"Oranges, Mandarines",5986000000.0,104755.0,21012500.0,284.8780487804878,0.0049853658536585365
Lettonie,Citrons & Limes,748250000.0,14965.000000000002,3034000.0,246.6216216216216,0.004932432432432433
Lettonie,Pamplemousse,748250000.0,7482.500000000001,3444000.0,217.26190476190476,0.002172619047619048
